Country or Area,Year,Value
Austria,2005,0.2
Austria,2004,0.1
Austria,2003,0.3
Austria,2000,0.2
Austria,1997,0.2
Austria,1995,1
Austria,1994,0.2
Austria,1987,0
Azerbaijan,2005,0
Azerbaijan,2004,0
Azerbaijan,2003,0
Azerbaijan,2002,0
Azerbaijan,2001,2.6
Azerbaijan,1995,7.1
Bangladesh,2016,14.3
Bangladesh,2010,19.2
Bangladesh,2005,25.1
Bangladesh,2000,34.2
Bangladesh,1995,35
Bangladesh,1991,43.5
Bangladesh,1988,43.2
Bangladesh,1985,34.2
Bangladesh,1983,38.8
Belarus,2019,0
Belarus,2018,0
Belarus,2017,0
Belarus,2016,0
Belarus,2015,0
Belarus,2014,0
Belarus,2013,0
Belarus,2012,0
Belarus,2011,0
Belarus,2010,0
Belarus,2009,0
Belarus,2008,0
Belarus,2007,0.1
Belarus,2006,0.1
Belarus,2005,0.4
Belarus,2004,0.3
Belarus,2003,1.4
Belarus,2002,2.1
Belarus,2001,3.2
Belarus,2000,7.3
Belarus,1999,10.6
Belarus,1998,11.8
Belgium,2018,0.1
Belgium,2017,0.1
Belgium,2016,0.1
Belgium,2015,0.1
Belgium,2014,0.1
Belgium,2013,0.1
Belgium,2012,0.2
Belgium,2011,0.2
Belgium,2010,0.1
Belgium,2009,0.1
Belgium,2008,0.1
Belgium,2007,0.2
Belgium,2006,0.2
Belgium,2005,0.2
Belgium,2004,0.1
Belgium,2003,0.3
Belgium,2000,0.3
Belgium,1997,0.5
Belgium,1995,0.4
Belgium,1992,1
Belgium,1988,0.5
Belgium,1985,0.2
Belize,1999,13.9
Belize,1998,14.2
Belize,1997,16
Belize,1996,13.3
Belize,1994,9.7
Belize,1993,10.1
Benin,2015,49.6
Benin,2011,53.2
Benin,2003,51.4
Bhutan,2017,1.5
Bhutan,2012,2.2
Bhutan,2007,8.2
Bhutan,2003,17.8
Bolivia,2019,3.2
Bolivia,2018,4.9
Bolivia,2017,6.5
Bolivia,2016,7.5
Bolivia,2015,6.3
Bolivia,2014,5.7
Bolivia,2013,6.9
Bolivia,2012,8.2
Bolivia,2011,7.2
Bolivia,2009,10.3
Bolivia,2008,11
Bolivia,2007,12.4
Bolivia,2006,16.1
Bolivia,2005,19.2
Bolivia,2004,13.6
Bolivia,2002,24.6
Bolivia,2001,22.8
Bolivia,2000,28.6
Bolivia,1999,25.2
Bolivia,1997,19.3
Bolivia,1992,15
Bosnia and Herzegovina,2011,0.1
Bosnia and Herzegovina,2007,0.1
Bosnia and Herzegovina,2004,0.2
Bosnia and Herzegovina,2001,0.3
Botswana,2015,14.5
Botswana,2009,17.2
Botswana,2002,28.2
Botswana,1993,33.3
Botswana,1985,40.9
Brazil,2019,4.6
Brazil,2018,4.4
Brazil,2017,4.4
Brazil,2016,3.9
Brazil,2015,3.2
Brazil,2014,2.7
Brazil,2013,3.1
Brazil,2012,3.7
Brazil,2011,4.7
Brazil,2009,5.4
Brazil,2008,5.5
Brazil,2007,6.7
Brazil,2006,7.2
Brazil,2005,8.6
Brazil,2004,9.7
Brazil,2003,11
Brazil,2002,10.2
Brazil,2001,11.5
Brazil,1999,13.3
Brazil,1998,12.7
Brazil,1997,14
Brazil,1996,14.1
Brazil,1995,12.9
Brazil,1993,19.8
Brazil,1992,20.7
Brazil,1990,21.5
Brazil,1989,18.2
Brazil,1988,20
Brazil,1987,17.7
Brazil,1986,10.5
Brazil,1985,23.1
Brazil,1984,26.7
Brazil,1983,27.4
Brazil,1982,21.7
Brazil,1981,21.3
Bulgaria,2018,0.9
Bulgaria,2017,1.4
Bulgaria,2016,1.9
Bulgaria,2015,3.4
Bulgaria,2014,1.6
Bulgaria,2013,1.8
Bulgaria,2012,2.2
Bulgaria,2011,2.4
Bulgaria,2010,2
Bulgaria,2009,1.3
Bulgaria,2008,1.2
Bulgaria,2007,1.8
Bulgaria,2006,5.6
Burkina Faso,2014,43.8
Burkina Faso,2009,55.4
Burkina Faso,2003,57.4
Burkina Faso,1998,81.6
Burkina Faso,1994,83.2
Burundi,2013,72.8
Burundi,2006,78.6
Burundi,1998,84.7
Burundi,1992,81.9
C̫te d'Ivoire,2015,29.8
C̫te d'Ivoire,2008,30.4
C̫te d'Ivoire,2002,24.4
C̫te d'Ivoire,1998,27
C̫te d'Ivoire,1995,21.6
C̫te d'Ivoire,1992,23.7
C̫te d'Ivoire,1988,11.9
C̫te d'Ivoire,1987,7.4
C̫te d'Ivoire,1986,3.5
C̫te d'Ivoire,1985,7.6
Cabo Verde,2015,3.4
Cabo Verde,2007,8.4
Cabo Verde,2001,16.6
Cameroon,2014,26
Cameroon,2007,31.8
Cameroon,2001,26
Cameroon,1996,51.2
Canada,2017,0.2
Canada,2016,0.2
Canada,2015,0.2
Canada,2014,0.2
Canada,2013,0.5
Canada,2012,0.2
Canada,2010,0.2
Canada,2007,0.2
Canada,2004,0.2
Canada,2000,0.2
Canada,1998,0.5
Canada,1997,0.5
Canada,1994,0.2
Canada,1991,0.2
Canada,1987,0.2
Canada,1981,0.5
Canada,1975,1
Canada,1971,2.2
Central African Republic,2008,65.9
Central African Republic,1992,84.1
Chad,2011,38.1
Chad,2003,60
Chile,2017,0.3
Chile,2015,0.3
Chile,2013,0.4
Chile,2011,0.6
Chile,2009,1.3
Chile,2006,1.5
Chile,2003,4
Chile,2000,4.3
Chile,1998,3.5
Chile,1996,3.4
Chile,1994,4.9
Chile,1992,4.6
Chile,1990,7.9
Chile,1987,11.4
China,2016,0.5
China,2015,0.7
China,2014,1.4
China,2013,1.9
China,2012,6.5
China,2011,7.9
China,2010,11.2
China,2008,14.9
China,2005,18.5
China,2002,31.7
China,1999,40.3
China,1996,41.7
China,1993,56.7
China,1990,66.3
Colombia,2019,4.9
Colombia,2018,4.2
Colombia,2017,4
Colombia,2016,4.5
Colombia,2015,4.6
Colombia,2014,5
Colombia,2013,5.6
Colombia,2012,6.2
Colombia,2011,6.3
Colombia,2010,7.8
Colombia,2009,9
Colombia,2008,10.4
Colombia,2005,9.8
Colombia,2004,11.2
Colombia,2003,12.1
Colombia,2002,13.2
Colombia,2001,20.1
Colombia,2000,16.8
Colombia,1999,20.4
Colombia,1996,16.7
Colombia,1992,9
Comoros,2014,19.1
Comoros,2004,15
Congo,2011,39.6
Congo,2005,55.1
Costa Rica,2019,1
Costa Rica,2018,1.5
Costa Rica,2017,1.1
Costa Rica,2016,1.3
Costa Rica,2015,1.5
Costa Rica,2014,1.5
Costa Rica,2013,1.6
Costa Rica,2012,1.7
Costa Rica,2011,1.7
Costa Rica,2010,1.6
Costa Rica,2009,2.4
Costa Rica,2008,2.3
Costa Rica,2007,1.8
Costa Rica,2006,3.2
Costa Rica,2005,3.2
Costa Rica,2004,4.4
Costa Rica,2003,4.6
Costa Rica,2002,4.6
Costa Rica,2001,4.9
Costa Rica,2000,6.7
Costa Rica,1999,6.6
Costa Rica,1998,5.1
Costa Rica,1997,6.6
Costa Rica,1996,8.1
Costa Rica,1995,7
Costa Rica,1994,6.8
Costa Rica,1993,8.1
Costa Rica,1992,9.7
Costa Rica,1991,11.8
Costa Rica,1990,10.2
Costa Rica,1989,12.3
Costa Rica,1986,13.5
Costa Rica,1981,25.2
Croatia,2018,0.4
Croatia,2017,0.5
Croatia,2016,0.6
Croatia,2015,0.6
Croatia,2014,1
Croatia,2013,0.7
Croatia,2012,0.8
Croatia,2011,0.7
Croatia,2010,1.2
Croatia,2009,0.9
Cyprus,2018,0
Cyprus,2017,0
Cyprus,2016,0
Cyprus,2015,0
Cyprus,2014,0.1
Cyprus,2013,0.1
Cyprus,2012,0
Cyprus,2011,0
Cyprus,2010,0
Cyprus,2009,0.1
Cyprus,2008,0
Cyprus,2007,0
Cyprus,2006,0
Cyprus,2005,0
Cyprus,2004,0.1
Czech Republic,2018,0
Czech Republic,2017,0
Czech Republic,2016,0
Czech Republic,2015,0
Czech Republic,2014,0
Czech Republic,2013,0
Czech Republic,2012,0
Czech Republic,2011,0
Czech Republic,2010,0
Czech Republic,2009,0
Czech Republic,2008,0
Czech Republic,2007,0.1
Czech Republic,2006,0.1
Czech Republic,2005,0
Czech Republic,2004,0
Czech Republic,2002,0
Czech Republic,1996,0
Czech Republic,1993,0
Czech Republic,1992,0
Dem. Rep. Congo,2012,77.2
Dem. Rep. Congo,2004,94.3
Denmark,2018,0.2
Denmark,2017,0.1
Denmark,2016,0.3
Denmark,2015,0.2
Denmark,2014,0.2
Denmark,2013,0.3
Denmark,2012,0
Denmark,2011,0
Denmark,2010,0.1
Denmark,2009,0.5
Denmark,2008,0.1
Denmark,2007,0
Denmark,2006,0.1
Denmark,2005,0.3
Denmark,2004,0.3
Denmark,2003,0.3
Denmark,2000,0
Denmark,1995,0
Denmark,1992,0.5
Denmark,1987,0.5
Djibouti,2017,17
Djibouti,2013,22.3
Djibouti,2012,18.2
Djibouti,2002,20.2
Dominican Republic,2019,0.6
Dominican Republic,2018,0.4
Dominican Republic,2017,0.7
Dominican Republic,2016,1.6
Dominican Republic,2015,1.8
Dominican Republic,2014,2.1
Dominican Republic,2013,2.2
Dominican Republic,2012,2.6
Dominican Republic,2011,2.9
Dominican Republic,2010,2.5
Dominican Republic,2009,3.2
Dominican Republic,2008,3.7
Dominican Republic,2007,4.4
Dominican Republic,2006,4.4
Dominican Republic,2005,5.7
Dominican Republic,2004,8.5
Dominican Republic,2003,6.7
Dominican Republic,2002,5.6
Dominican Republic,2001,3.9
Dominican Republic,2000,5.5
Dominican Republic,1997,5.2
Dominican Republic,1996,4.9
Dominican Republic,1992,5.3
Dominican Republic,1989,13.4
Dominican Republic,1986,5.2
East Asia & Pacific,2019,1
East Asia & Pacific,2018,1.2
East Asia & Pacific,2017,1.4
East Asia & Pacific,2016,1.7
East Asia & Pacific,2015,2.1
East Asia & Pacific,2014,2.7
East Asia & Pacific,2013,3.3
East Asia & Pacific,2012,6.9
East Asia & Pacific,2011,8.2
East Asia & Pacific,2010,10.8
East Asia & Pacific,2009,12.9
East Asia & Pacific,2008,14.8
East Asia & Pacific,2007,15.7
East Asia & Pacific,2006,17.9
East Asia & Pacific,2005,18.4
East Asia & Pacific,2004,22.5
East Asia & Pacific,2003,25.9
East Asia & Pacific,2002,29.1
East Asia & Pacific,2001,32.8
East Asia & Pacific,2000,34.8
East Asia & Pacific,1999,37.9
East Asia & Pacific,1998,41.5
East Asia & Pacific,1997,40.2
East Asia & Pacific,1996,40.2
East Asia & Pacific,1995,44.6
East Asia & Pacific,1994,49.7
East Asia & Pacific,1993,53.3
East Asia & Pacific,1992,56.2
East Asia & Pacific,1991,58.9
East Asia & Pacific,1990,60.9
East Asia & Pacific,1989,63.4
East Asia & Pacific,1988,53.3
East Asia & Pacific,1987,58.8
East Asia & Pacific,1986,62.8
East Asia & Pacific,1985,65.7
East Asia & Pacific,1984,69.7
East Asia & Pacific,1983,74.8
East Asia & Pacific,1982,78
East Asia & Pacific,1981,80.2
Ecuador,2019,3.6
Ecuador,2018,3.3
Ecuador,2017,3.2
Ecuador,2016,3.6
Ecuador,2015,3.5
Ecuador,2014,2.6
Ecuador,2013,3.2
Ecuador,2012,4.5
Ecuador,2011,4.7
Ecuador,2010,5.7
Ecuador,2009,7.3
Ecuador,2008,7.5
Ecuador,2007,8.5
Ecuador,2006,8.2
Ecuador,2005,11.8
Ecuador,2004,15.1
Ecuador,2003,14.9
Ecuador,2000,28.4
Ecuador,1999,21.9
Ecuador,1994,17.3
Egypt,2017,3.8
Egypt,2015,1.6
Egypt,2012,1.5
Egypt,2010,2.2
Egypt,2008,4.7
Egypt,2004,5.2
Egypt,1999,2.4
Egypt,1995,5.6
Egypt,1990,8.7
El Salvador,2019,1.3
El Salvador,2018,1.5
El Salvador,2017,1.9
El Salvador,2016,2.3
El Salvador,2015,2
El Salvador,2014,3.1
El Salvador,2013,3.4
El Salvador,2012,4.2
El Salvador,2011,4.7
El Salvador,2010,5.7
El Salvador,2009,6.8
El Salvador,2008,7
El Salvador,2007,4.7
El Salvador,2006,7.1
El Salvador,2005,10.6
El Salvador,2004,11
El Salvador,2003,15.1
El Salvador,2002,14.1
El Salvador,2001,13.6
El Salvador,2000,12.4
El Salvador,1999,16.5
El Salvador,1998,20.3
El Salvador,1996,14.5
El Salvador,1995,12.7
El Salvador,1991,20.9
El Salvador,1989,18.2
Estonia,2018,0.2
Estonia,2017,0.3
Estonia,2016,0.5
Estonia,2015,0.6
Estonia,2014,0.7
Estonia,2013,0.8
Estonia,2012,0.7
Estonia,2011,1
Estonia,2010,0.7
Estonia,2009,0.6
Estonia,2008,0.4
Estonia,2007,0.4
Estonia,2006,0.7
Estonia,2005,0.8
Estonia,2004,1
Estonia,2003,2.3
Eswatini,2016,29.2
Eswatini,2009,43
Eswatini,2000,48.9
Eswatini,1994,82.1
Ethiopia,2015,30.8
Ethiopia,2010,35.6
Ethiopia,2004,38.5
Ethiopia,1999,57.8
Ethiopia,1995,69
Europe & Central Asia,2019,1
Europe & Central Asia,2018,1.1
Europe & Central Asia,2017,1.3
Europe & Central Asia,2016,1.3
Europe & Central Asia,2015,1.5
Europe & Central Asia,2014,1.8
Europe & Central Asia,2013,1.6
Europe & Central Asia,2012,1.9
Europe & Central Asia,2011,2
Europe & Central Asia,2010,2.4
Europe & Central Asia,2009,2.5
Europe & Central Asia,2008,2.7
Europe & Central Asia,2007,3.3
Europe & Central Asia,2006,4
Europe & Central Asia,2005,4.7
Europe & Central Asia,2004,4.8
Europe & Central Asia,2003,5.8
Europe & Central Asia,2002,5.7
Europe & Central Asia,2001,6.6
Europe & Central Asia,2000,7.3
Europe & Central Asia,1999,7.8
Europe & Central Asia,1998,5.8
Europe & Central Asia,1997,5.9
Europe & Central Asia,1996,7
Europe & Central Asia,1995,6.8
Europe & Central Asia,1994,7.4
Europe & Central Asia,1993,5.5
Europe & Central Asia,1992,4.4
Europe & Central Asia,1991,3
Europe & Central Asia,1990,2.5
Fiji,2013,0.5
Fiji,2008,1.6
Fiji,2002,2.3
Finland,2018,0.1
Finland,2017,0.1
Finland,2016,0
Finland,2015,0.1
Finland,2014,0.1
Finland,2013,0.1
Finland,2012,0.1
Finland,2011,0
Finland,2010,0
Finland,2009,0.1
Finland,2008,0.1
Finland,2007,0.1
Finland,2006,0.1
Finland,2005,0.1
Finland,2004,0
Finland,2003,0
Finland,2000,0
Finland,1995,0
Finland,1991,0
Finland,1987,0
Fragile and conflict affected situations,2017,37.7
Fragile and conflict affected situations,2016,37.4
Fragile and conflict affected situations,2015,36.6
Fragile and conflict affected situations,2014,34.8
Fragile and conflict affected situations,2013,36.1
Fragile and conflict affected situations,2012,36.3
Fragile and conflict affected situations,2011,38.3
Fragile and conflict affected situations,2010,40
Fragile and conflict affected situations,2009,41.8
Fragile and conflict affected situations,2008,42.2
Fragile and conflict affected situations,2007,43.1
Fragile and conflict affected situations,2006,44.3
Fragile and conflict affected situations,2005,45.8
Fragile and conflict affected situations,2004,47.1
Fragile and conflict affected situations,2003,49.5
Fragile and conflict affected situations,2002,50.3
Fragile and conflict affected situations,2001,52.4
Fragile and conflict affected situations,1999,55
Fragile and conflict affected situations,1997,56.2
Fragile and conflict affected situations,1996,57.2
Fragile and conflict affected situations,1995,57.9
France,2018,0
France,2017,0
France,2016,0.1
France,2015,0.1
France,2014,0
France,2013,0.1
France,2012,0.1
France,2011,0
France,2010,0.1
France,2009,0
France,2008,0
France,2007,0
France,2006,0
France,2005,0
France,2004,0
France,2003,0.2
France,2000,0
France,1994,0
France,1989,1
France,1984,1.5
France,1978,1
Gabon,2017,3.4
Gabon,2005,8
Georgia,2019,3.8
Georgia,2018,4.5
Georgia,2017,5
Georgia,2016,3.8
Georgia,2015,3.7
Georgia,2014,4.9
Georgia,2013,6.4
Georgia,2012,8.5
Georgia,2011,11.1
Georgia,2010,12
Georgia,2009,10.1
Georgia,2008,10.2
Georgia,2007,11.6
Georgia,2006,10.3
Georgia,2005,10.7
Georgia,2004,9.9
Georgia,2003,10.4
Georgia,2002,10.3
Georgia,2001,19
Georgia,2000,19.2
Georgia,1999,18.5
Georgia,1998,14.5
Georgia,1997,15.9
Georgia,1996,5.3
Germany,2016,0
Germany,2015,0
Germany,2014,0
Germany,2013,0
Germany,2012,0
Germany,2011,0
Germany,2010,0
Germany,2009,0
Germany,2008,0.2
Germany,2007,0
Germany,2006,0
Germany,2005,0
Germany,2004,0
Germany,2003,0
Germany,2002,0
Germany,2001,0
Germany,2000,0
Germany,1998,0
Germany,1995,0.2
Germany,1994,0.2
Germany,1991,0
Ghana,2016,12.7
Ghana,2012,11.2
Ghana,2005,23.4
Ghana,1998,34.2
Ghana,1991,47.9
Ghana,1988,40.3
Ghana,1987,40.5
Greece,2018,0.1
Greece,2017,0.9
Greece,2016,1.1
Greece,2015,1.4
Greece,2014,1.5
Greece,2013,1
Greece,2012,1.5
Greece,2011,1.2
Greece,2010,1
Greece,2009,0.6
Greece,2008,0.3
Greece,2007,0.5
Greece,2006,0.6
Greece,2005,0.3
Greece,2004,0.7
Greece,2003,0.5
Greece,2000,0.5
Greece,1995,1.7
Guatemala,2014,8.8
Guatemala,2006,11.2
Guatemala,2000,9.3
Guatemala,1998,13.5
Guatemala,1989,36.3
Guatemala,1986,48.8
Guinea,2012,36.1
Guinea,2007,58.4
Guinea,2002,63
Guinea,1994,49.8
Guinea,1991,91.8
Guinea-Bissau,2010,68.4
Guinea-Bissau,2002,56.6
Guinea-Bissau,1993,44.1
Guinea-Bissau,1991,44.3
Guyana,1998,11.8
Guyana,1992,28.9
Haiti,2012,24.5
High income,2019,0.6
High income,2018,0.6
High income,2017,0.7
High income,2016,0.6
High income,2015,0.8
High income,2014,0.8
High income,2013,0.6
High income,2012,0.5
High income,2011,0.5
High income,2010,0.5
High income,2009,0.5
High income,2008,0.5
High income,2007,0.5
High income,2006,0.6
High income,2005,0.6
High income,2004,0.6
High income,2003,0.7
High income,2002,0.6
High income,2001,0.6
High income,2000,0.7
High income,1999,0.7
High income,1998,0.6
High income,1997,0.7
High income,1996,0.7
High income,1995,0.7
High income,1994,0.8
High income,1993,0.7
High income,1992,0.6
High income,1991,0.6
High income,1990,0.6
High income,1989,0.6
High income,1988,0.7
High income,1987,0.7
High income,1986,0.7
High income,1985,0.7
High income,1984,0.8
High income,1983,0.8
High income,1982,0.7
Honduras,2019,14.8
Honduras,2018,15.8
Honduras,2017,15.4
Honduras,2016,16.1
Honduras,2015,16.4
Honduras,2014,16.3
Honduras,2013,17.7
Honduras,2012,20.1
Honduras,2011,17.4
Honduras,2010,15.6
Honduras,2009,14.2
Honduras,2008,16.9
Honduras,2007,17.6
Honduras,2006,23
Honduras,2005,27.1
Honduras,2004,27.7
Honduras,2003,28.5
Honduras,2002,23.9
Honduras,2001,21.9
Honduras,1999,26.8
Honduras,1998,26.6
Honduras,1997,21.8
Honduras,1996,31.4
Honduras,1995,28.2
Honduras,1994,27
Honduras,1993,24.3
Honduras,1992,29.2
Honduras,1991,34.1
Honduras,1990,45
Honduras,1989,42.9
Hungary,2018,0.2
Hungary,2017,0.6
Hungary,2016,1.3
Hungary,2015,0.6
Hungary,2014,0.6
Hungary,2013,0.1
Hungary,2012,0.3
Hungary,2011,0.1
Hungary,2010,0.1
Hungary,2009,0.1
Hungary,2008,0
Hungary,2007,0.1
Hungary,2006,0.1
Hungary,2005,0.7
Hungary,2004,0.1
Iceland,2017,0
Iceland,2016,0
Iceland,2015,0
Iceland,2014,0
Iceland,2013,0
Iceland,2012,0
Iceland,2011,0.1
Iceland,2010,0.1
Iceland,2009,0.1
Iceland,2008,0.1
Iceland,2007,0.1
Iceland,2006,0.1
Iceland,2005,0
Iceland,2004,0.2
Iceland,2003,0
IDA total,2019,28.7
IDA total,2018,29.3
IDA total,2017,30.2
IDA total,2016,30.8
IDA total,2015,31
IDA total,2014,31
IDA total,2013,32.1
IDA total,2012,32.6
IDA total,2011,34.2
IDA total,2010,35.8
IDA total,2009,37.5
IDA total,2008,38.2
IDA total,2007,39.5
IDA total,2006,41.1
IDA total,2005,42.5
IDA total,2004,45.1
IDA total,2003,48.4
IDA total,2002,48.9
IDA total,2001,49.8
IDA total,2000,50.8
IDA total,1999,51.2
IDA total,1998,51.4
IDA total,1997,50.8
IDA total,1996,51.3
IDA total,1995,53.2
IDA total,1994,55
IDA total,1993,55.2
IDA total,1992,54.9
IDA total,1991,56.6
IDA total,1990,55.3
IDA total,1989,55.5
India,2011,22.5
India,2009,32.8
India,2004,39.9
India,1993,47.6
India,1987,50.6
India,1983,56.4
India,1977,63.1
Indonesia,2019,2.9
Indonesia,2018,3.6
Indonesia,2017,4.5
Indonesia,2016,5.2
Indonesia,2015,5.8
Indonesia,2014,6.2
Indonesia,2013,7.3
Indonesia,2012,9.5
Indonesia,2011,10.9
Indonesia,2010,13.3
Indonesia,2009,15.5
Indonesia,2008,19
Indonesia,2007,19.3
Indonesia,2006,23.9
Indonesia,2005,18
Indonesia,2004,21
Indonesia,2003,19.3
Indonesia,2002,19
Indonesia,2001,31.2
Indonesia,2000,34.9
Indonesia,1999,37.4
Indonesia,1998,63.2
Indonesia,1996,43.6
Indonesia,1993,54.8
Indonesia,1990,54.9
Indonesia,1987,68.2
Indonesia,1984,68.5
Iran,2018,0.5
Iran,2017,0.4
Iran,2016,0.4
Iran,2015,0.4
Iran,2014,0.4
Iran,2013,0.2
Iran,2009,1.1
Iran,2006,0.6
Iran,2005,0.6
Iran,1998,2.9
Iran,1994,2.9
Iran,1990,6.2
Iran,1986,6.8
Iraq,2012,1.7
Iraq,2006,1.5
Ireland,2017,0.2
Ireland,2016,0.1
Ireland,2015,0.3
Ireland,2014,0.4
Ireland,2013,0.7
Ireland,2012,0.2
Ireland,2011,0.5
Ireland,2010,0.5
Ireland,2009,0.4
Ireland,2008,0.2
Ireland,2007,0.1
Ireland,2006,0.4
Ireland,2005,0
Ireland,2004,0
Ireland,2003,0.1
Ireland,2002,0.2
Ireland,2000,0.2
Ireland,1996,0.2
Ireland,1995,0.2
Ireland,1994,0.2
Ireland,1987,0.7
Israel,2016,0.2
Israel,2014,0.5
Israel,2012,0.5
Israel,2010,0.2
Israel,2007,0.5
Israel,2005,0.5
Israel,2001,0.2
Israel,1997,0.2
Israel,1992,0.2
Israel,1986,0.2
Israel,1979,0
Italy,2017,1.4
Italy,2016,1.6
Italy,2015,1.9
Italy,2014,1.2
Italy,2013,1.4
Italy,2012,1.2
Italy,2011,1.2
Italy,2010,1.3
Italy,2009,0.9
Italy,2008,0.7
Italy,2007,0.7
Italy,2006,0.7
Italy,2005,0.6
Italy,2004,0.6
Italy,2003,0.8
Italy,2000,1.2
Italy,1998,1.7
Italy,1995,0.7
Italy,1993,1.2
Italy,1991,0.2
Italy,1989,0
Italy,1987,1.2
Italy,1986,0.2
Jamaica,2004,1.7
Jamaica,2002,2.7
Jamaica,1999,2.6
Jamaica,1996,3.4
Jamaica,1993,9.7
Jamaica,1990,4.6
Jamaica,1988,6.1
Japan,2013,0.7
Japan,2010,0
Japan,2008,0.5
Jordan,2010,0.1
Jordan,2008,0.1
Jordan,2006,0.3
Jordan,2002,1
Jordan,1997,1.5
Jordan,1992,2.7
Jordan,1986,0
Kazakhstan,2018,0
Kazakhstan,2017,0
Kazakhstan,2016,0
Kazakhstan,2015,0
Kazakhstan,2014,0
Kazakhstan,2013,0
Kazakhstan,2012,0
Kazakhstan,2011,0
Kazakhstan,2010,0.1
Kazakhstan,2009,0.1
Kazakhstan,2008,0
Kazakhstan,2007,0.2
Kazakhstan,2006,0.5
Kazakhstan,2005,5.9
Kazakhstan,2004,1.8
Kazakhstan,2003,3.8
Kazakhstan,2002,5.7
Kazakhstan,2001,9
Kazakhstan,1996,5.9
Kenya,2015,37.1
Kenya,2005,43.9
Kenya,1997,32.2
Kenya,1994,31.7
Kenya,1992,31.7
Kiribati,2006,12.9
Korea,2016,0.2
Korea,2014,0.2
Korea,2012,0.2
Korea,2010,0.5
Korea,2008,0.2
Korea,2006,0.2
Kosovo,2017,0.4
Kosovo,2016,0.8
Kosovo,2015,0.7
Kosovo,2014,1
Kosovo,2013,0.3
Kosovo,2012,0.6
Kosovo,2011,1.7
Kosovo,2010,2.5
Kosovo,2009,3.2
Kosovo,2006,3.6
Kosovo,2005,3.5
Kosovo,2003,1.9
Kyrgyz Republic,2019,0.6
Kyrgyz Republic,2018,0.6
Kyrgyz Republic,2017,1.1
Kyrgyz Republic,2016,1
Kyrgyz Republic,2015,1.8
Kyrgyz Republic,2014,0.9
Kyrgyz Republic,2013,2.2
Kyrgyz Republic,2012,2.5
Kyrgyz Republic,2011,0.9
Kyrgyz Republic,2010,2.8
Kyrgyz Republic,2009,1.4
Kyrgyz Republic,2008,2.9
Kyrgyz Republic,2007,7.9
Kyrgyz Republic,2006,7.3
Kyrgyz Republic,2005,12.1
Kyrgyz Republic,2004,9.9
Kyrgyz Republic,2003,22.3
Kyrgyz Republic,2002,28.3
Kyrgyz Republic,2001,31.4
Kyrgyz Republic,2000,35.1
Lao PDR,2018,10
Lao PDR,2012,14.5
Lao PDR,2007,25.7
Lao PDR,2002,32.1
Lao PDR,1997,50.7
Lao PDR,1992,31.1
Latin America & Caribbean,2019,3.7
Latin America & Caribbean,2018,3.7
Latin America & Caribbean,2017,3.8
Latin America & Caribbean,2016,3.8
Latin America & Caribbean,2015,3.7
Latin America & Caribbean,2014,3.9
Latin America & Caribbean,2013,4.2
Latin America & Caribbean,2012,4.6
Latin America & Caribbean,2011,5.6
Latin America & Caribbean,2010,6
Latin America & Caribbean,2009,6.6
Latin America & Caribbean,2008,7
Latin America & Caribbean,2007,7.5
Latin America & Caribbean,2006,8
Latin America & Caribbean,2005,9.8
