AidData TUFF Project ID,Recommended For Military Aggregates,Umbrella,Financier Country,Recipient,Recipient Region,Commitment Year,Commitment Year Estimated,Implementation Start Year,Completion Year,Title,Description,Staff Comments,Status,Intent,Flow Type,Concessional,Flow Class,Sector Code,Sector Name,Funding Agencies,Funding Agencies Type,Cofinanced,Cofinancing Agencies,Cofinancing Agencies Type,Cofinancing Agencies Origin,Receiving Agencies,Receiving Agencies Type,Receiving Agencies Origin,Implementing Agencies,Implementing Agencies Type,Implementing Agencies Origin,Accountable Agencies,Accountable Agencies Type,Accountable Agencies Origin,Amount (Original Currency),Original Currency,Amount (Constant USD2017),Amount (Nominal),Planned Implementation Start Date (MM/DD/YYYY),Planned Completion Date (MM/DD/YYYY),Actual Implementation Start Date (MM/DD/YYYY),Actual Completion Date (MM/DD/YYYY),Loan Type,Maturity,Interest Rate,Grace Period,Management Fee,Commitment Fee,Grant Element,Guarantee Provided,Insurance Provided,Collateralized/Securitized,Collateral,Official Source Count,Unofficial Source Count,Source URLs,Source Titles,Source Publishers,Source Type,Geographic Location,geoJSON URL Viz,geoJSON URL DL,Contact Name,Contact Position,ODA Eligible Recipient,Source Quality Score,Data Completeness Score,Project Implementation Score,Loan Detail Score
54015,Yes,No,China (People's Republic of),India,Asia,2015,No,2015,2015,Indian and Chinese Army Host Anti-Terrorism Military Exercise Together,"October 12, 2015, Chinese People’s Liberation Army (PLA) and Indian Army (IA) began a joint counter-terrorism exercise, codenamed Hand-in-Hand 2015, at Kunming Military Academy in Yunnan province located in southwestern China. The Hand-in-Hand counter-terrorism drill is the fifth held since 2007. It involves 175 soldiers from the Indian Army’s Naga Regiment of the Eastern Command and 144 military personnel from China’s Chengdu Military Area Command and will continue until October 22, 2015. The goal of the exercise is to develop joint operating capability, share useful experience in counter-terrorism operations and to promote friendly exchanges between the armies of India and China. The exercise involved warships visit from both countries to the other, maritime search and rescue exercise, and passing exercise (the Chinese term:'??'). The project has been completed.",The transaction value is unclear.,Completion,Military,Free-standing technical assistance,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,People's Liberation Army of China,Government Agency,No,,,,Indian Army,Government Agency,Recipient,Indian Army|People's Liberation Army of China,Government Agency|Government Agency,Recipient|China (People's Republic of),,,,,,,,,,10/12/2015,10/22/2015,,,,,,,,,,,,1,2,http://in.china-embassy.org/chn/zygx/zywx/t1264214.htm|https://economictimes.indiatimes.com/slideshows/nation-world/india-china-kick-off-joint-anti-terror-exercise-hand-in-hand-2015/senior-indian-and-chinese-soldiers/slideshow/49493386.cms|https://thediplomat.com/2015/10/china-and-india-hold-joint-military-exercise/,"????????????????? ?2015?|India, China kick off joint anti-terror exercise 'Hand-in-Hand 2015'|China and India Hold Joint Military Exercise",Embassy of China in India|The Economic Times|The Diplomat,Donor/Recipient Official Source|Media Report|Media Report,,,,,,Yes,4,4,4,
54039,Yes,No,China (People's Republic of),Afghanistan,Asia,2015,No,,,China signs agreement to Improve Anti-Terrorism Capabilities of Afghanistan (Linked to projects #54038 and #53999),"On November 3, 2015, Chinese Vice President, Li Yuanchao, signed the cooperation agreement with Afghan President, Ashraf Ghani, to improve the anti-terrorism and defense capabilities of Afghanistan, on the reception of the 60th anniversary of the establishment of diplomatic relations between China and Afghanistan. China affirmed its position to commit in the reconciliation process between Afghan government and the Taliban. Before the agreement, China has demonstrated its efforts through hosting Taliban representatives in January 2015, and sending an experienced diplomat as a special envoy to Afghanistan in 2014.This project is linked to two other technical agreements that were also signed on November 3, 2015: a 500 million Yuan grant for the construction of 10,000 apartments for civil servants in Kabul (#53999) and a grant of 1500 scholarships for Afghan students (#54038).",,Pipeline: Commitment,Military,Free-standing technical assistance,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,Government Agency,No,,,,Government of Afghanistan,Government Agency,Recipient,,,,,,,,,,,11/3/2015,,,,,,,,,,,,,,,1,3,http://prod.tolonews.com/afghanistan/afghanistan-china-sign-three-cooperation-agreements|http://mr.china-embassy.org/chn/zgyw/t1311738.htm|https://thediplomat.com/2015/11/chinese-vice-president-visits-afghanistan/|https://thediplomat.com/2014/07/china-announces-special-envoy-for-afghanistan/,"Afghanistan, China Sign Three Cooperation Agreements|Li Yuanchao's speech at the reception commemorating the 60th anniversary of the establishment of diplomatic relations between China and Afghanistan|Chinese Vice President Visits Afghanistan|China Announces Special Envoy for Afghanistan",Tolo News|Embassy of the People's Republic of China in the Islamic Republic of Mauritania|The Diplomat|The Diplomat,Media Report|Donor/Recipient Official Source|Media Report|Media Report,,,,Li Yuanchao|Ashraf Ghani,"Vice President|President, Afghanistan",Yes,4,2,,
57438,Yes,No,China (People's Republic of),Ghana,Africa,2015,No,,2015,Chinese Government donates mechanical workshop to Ghana Armed Forces,"On April 10, 2015, the Chinese Government donated a mechanical workshop to the Ghana Armed Forces. The handover ceremony was attended by the Chinese Ambassador to Ghana Sun Baohong, Ghana's Vice Admiral Mathew Quashie, Chief of the Defense Staff (CDS), and Rear Admiral Geoffrey Mawuli Biekro, Chief of the Naval Staff. Poly Technologies was the contractor responsible for implementation. The monetary value of the donation is unknown.",,Completion,Military,Grant,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,Government Agency,No,,,,Government of Ghana,Government Agency,Recipient,Poly Technologies,State-owned Company,China (People's Republic of),,,,,,,,,,,4/10/2015,,,,,,,,,,,,1,1,http://gh.china-embassy.org/eng/sgxw/t1253865.htm|https://allafrica.com/stories/201504160271.html,Chinese Ambassador to Ghana H.E. Ms. Sun Baohong Attended the Hand-over Ceremony of the Ghana Armed Forces Mechanical Workshop Aided by Poly Technologies|Ghana: Chinese Ambassador to Ghana H.e. Ms. Sun Baohong Attended the Hand-Over Ceremony of the Ghana Armed Forces Mechanical Workshop Aided By Poly Technologies,Embassy of the People's Republic of China in Ghana|AllAfrica News,Donor/Recipient Official Source|Media Report,,,,Geoffrey Mawuli Biekro|Mathew Quashie|Sun Baohong,Chief of the Naval Staff|Chief of the Defense Staff of Ghana|Chinese Ambassador to Ghana,Yes,4,3,3,
64932,Yes,No,China (People's Republic of),Jordan,Middle East,2015,No,2015,,"Chinese Government provides RMB 30 million grant for military training, equipment, and technology","On September 9, 2015, the Central Military Commission of China, represented by Lt Gen. Feng Fang Fenghui, and the Royal Jordanian Army, represented by Lt Gen. Mishaal Al Zaben, signed an RMB 30 million grant agreement. The proceeds of the grant were to be used for personnel training, the acquisition of equipment and technology, and increased military cooperation between Jordanian and Chinese military colleges.",,Pipeline: Commitment,Military,Grant,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,Central Military Commission (China),Government Agency,No,,,,Royal Jordanian Army ,Government Agency,Recipient,,,,,,,30000000,CNY,4692582.835,4772997.281,,,9/9/2015,,,,,,,,,,,,,1,3,http://jo.china-embassy.org/chn/zygxyw/t1297599.htm|http://www.jordantimes.com/news/local/jordan-china-sign-military-cooperation-deal|https://thenewkhalij.news/article/20441|https://youtu.be/YhnEBYQrRkU,"????????????????????????????????|Jordan, China sign military cooperation deal|?????? ?????? ?????? ???????? ???????? ?????? ????? ?? ????|??????? ????? ????? ??? ?????? ??????? ???????? ?????? ??????",Embassy of the People's Republic of China in the Hashemite Kingdom of Jordan|The Jordan Times |The New Khaliji |Jordan TV,Donor/Recipient Official Source|Media Report|Media Report|Media Report,,,,Mishaal Al Zaben|Feng Fang Fenghui,Lieutenant General |Lieutenant General ,Yes,4,4,,
65717,Yes,No,China (People's Republic of),Lebanon,Middle East,2015,No,2015,2015,Chinese Government donates weapons and ammunition to the Lebanese Army,"On July 3, 2015, the Chinese Government donated a batch of weapons and ammunition to the Lebanese Army logistic brigade. The Lebanese Armed Forces (LAF) statement did not specify type or quantity of weapons and ammunition included in the shipment. The donation was received via Beirut seaport before noon and it was meant to help Lebanon contain militants on its eastern border with Syria. Two weeks later, on July 16, 2015, the Lebanese Army received a second batch of weapons and ammunition from China. The shipment was received during a ceremony attended by Brig. Gen. Manuel Kridgian representing Army Commander Gen. Jean Kahwagi, while China was represented by its ambassador to Lebanon Jiang Jiang and his military attaché Yang Jun. According to the pictures attached to the statement, the shipment included at least three sniper rifles and boxes of ammunition.",,Completion,Military,Grant,Yes,Military,430,OTHER MULTISECTOR,Unspecified Chinese Government Institution,Government Agency,No,,,,Lebanese Armed Forces (LAF),Government Agency,Recipient,,,,,,,,,,,,,7/3/2015,7/16/2015,,,,,,,,,,,,0,3,http://nna-leb.gov.lb/en/show-news/46231/nna-leb.gov.lb|https://www.armyrecognition.com/july_2015_global_defense_security_news_uk/lebanese_army_receives_shipment_of_chinese_weapons_30707154.html|https://www.dailystar.com.lb/News/Lebanon-News/2015/Jul-16/306972-lebanese-army-receives-second-weapons-shipment-from-china.ashx,ARMY: LOGISTIC BRIGADE RECEIVES AMMUNITION DONATION FROM CHINA|Lebanese Army receives shipment of Chinese weapons|Lebanese Army receives second weapons shipment from China,National News Agency |Army Recognition|The Daily Star,Media Report|Media Report|Media Report,,,,,,Yes,1,2,3,
65881,Yes,No,China (People's Republic of),Cote d'Ivoire,Africa,2015,No,,,Ivorian Military Students go to China for Military Training,"In 2015, the first batch of Ivorian military students flew to China for military training. The value of this program, the number of trainees, and program duration and dates are unknown. ",,Pipeline: Commitment,Military,Scholarships/training in the donor country,Yes,Military,110,EDUCATION,Unspecified Chinese Government Institution,Government Agency,No,,,,Government of Côte d'Ivoire (Ivory Coast),Government Agency,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,http://ci.chineseembassy.org/chn/zxyw/t1296235.htm,????????????????,Embassy of the People’s Republic of China in Republic of Cote D'Ivoire,Donor/Recipient Official Source,,,,,,Yes,4,2,,
65904,Yes,No,China (People's Republic of),Iraq,Middle East,2015,Yes,,,Chinese Government provides military assistance to Iraq in 2015,"In September 2015, the Asia Times reported that the Chinese Government provided Iraq with military assistance, and the Iraq Ministry of Defense released a video (no longer available) showing the launch of a Chinese CH-4B combat drone from al-Kut Air Base. In early August 2015, Iraqi Prime Minister Haider al-Abadi visited China. The Prime Minister said that part of the visit would focus on fortifying Iraq's military with equipment to 'increase the military's combat capabilities' against ISIS. As of the end of June 2019, the U.S. Government reported that, due to maintenance problems, only one of Iraq's Chinese-made CH-4B drones was fully mission capable, contributing to a major shortfall in intelligence, surveillance, and reconnaissance capacity",,Completion,Military,Vague TBD,Vague,Military,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,Government Agency,No,,,,Government of Iraq,Government Agency,Recipient,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,https://asiatimes.com/2015/10/mideast-solution-p51-for-syria-and-the-war-on-isis/|http://www.alshuhadaa.gov.iq/%D8%B3%D8%AC%D9%84_%D8%A7%D9%84%D8%B2%D9%88%D8%A7%D8%B1/readtxt8751.htm|https://media.defense.gov/2019/Aug/06/2002167167/-1/-1/1/Q3FY2019_LEADIG_OIR_REPORT.PDF|https://www.thedrive.com/the-war-zone/29324/only-one-of-iraqs-chinese-ch-4b-drones-is-mission-capable-as-other-buyers-give-up-on-them|https://www.rand.org/content/dam/rand/pubs/research_reports/RR2300/RR2369/RAND_RR2369.pdf|https://www.arabnews.com/node/1257811/business-economy|https://www.bbc.com/news/world-middle-east-34510126,Mideast Solution? P5+1 for Syria and the War on ISIS|Al-Abadi visits China in early August|Operation Inherent Resolve|Only One Of Iraq's Chinese CH-4B Drones Is Mission Capable As Other Buyers Give Up On Them|Assessment of the Proliferation of Certain Remotely Piloted Aircraft Systems|China pushes for bigger role in Iraqi reconstruction|China helps Iraq military enter drone era,Asia Times|Department of Culture and Information - The Martyrs Foundation|Lead Inspector General to the US Congress|The Warzone|RAND Corporation|Arab News|BBC News,"Media Report|Other|Other Official Source (non-Donor, non-Recipient, non-Implementing)|Media Report|NGO/Civil Society/Advocacy (non-Donor, non-Recipient, non-Implementing)|Media Report|Media Report",,,,,,Yes,4,0,1,
65968,Yes,No,China (People's Republic of),Nigeria,Africa,2015,No,,2015,Chinese Government donates offshore patrol vessel (NNS Sagbama) to Nigerian Navy,"On February 6, 2015, the Chinese Government delivered an offshore patrol vessel — called the NNS Sagbama — to the Nigerian Army free of charge. It was delivered at the same time as the NNS Centenary, a vessel procured by Nigeria from China. The commissioning ceremony for the vessel was held on February 19, 2015. The monetary value of the donation is unknown",More research is needed to identify — or estimate — the monetary value of this donation.,Completion,Military,Grant,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,Government Agency,No,,,,Nigerian Navy,Government Agency,Recipient,,,,,,,,,,,,,,2/6/2015,,,,,,,,,,,,1,1,https://books.google.com/books?id=ch24DwAAQBAJ&pg=PT283&lpg=PT283&dq=china+nigeria+2015+vessel+donation&source=bl&ots=oGdBrMJJse&sig=ACfU3U0L8zA2qkK91qbKAwa1qVT1vOW20Q&hl=en&sa=X&ved=2ahUKEwjB8ru73fDnAhUwmHIEHReWDukQ6AEwAHoECAsQAQ#v=onepage&q=china%20nigeria%202015%20vessel%20donation&f=false|http://lagos.china-consulate.org/chn/sbgx/t1239596.htm,China’s New Role in African Politics: From Non-Intervention towards Stabilization?|??????????????????,Routledge|???????????????,Academic Journal Article|Donor/Recipient Official Source,,,,,,Yes,4,2,2,
66000,Yes,No,China (People's Republic of),Cote d'Ivoire,Africa,2015,No,,2017,PLA provides RMB 30 million grant for provision of naval patrol vessel and other maritime equipment (Linked to Project ID#69507),"In 2015, the People's Liberation Army of China and the Ivorian Armed Forces signed an RMB 30 million (CFA 2.5 billion) grant agreement for the provision of a naval patrol vessel and other maritime equipment (including a crane, forklift, navigation and communication equipment, military vehicles, and other items to furnish a naval workshop). The Chinese patrol boat was launched on May 19, 2017 and a few weeks later it arrived on the coast of Abidjan. Then, on December 8, 2017, the Chinese Ambassador hosted an official equipment delivery ceremony on the Vridi Canal. The naval patrol boat, now named Atchan II, will reportedly be use to improve Cote d'Ivoire's capacity to enforce maritime policies and curb piracy. The construction start date and building firm are unknown. The Chinese Government also employed a team of 13 experts to train Ivorian naval officers on how to operate the boat (as captured via Project ID#69507).",The French project title is Acquisition d'un nouveau navire au profit de la marine ivoirienne. The Chinese project title is ???? or ????????.,Completion,Military,Grant,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,People's Liberation Army of China,Government Agency,No,,,,Government of Côte d'Ivoire (Ivory Coast),Government Agency,Recipient,,,,,,,30000000,CNY,4692582.835,4772997.281,,,,12/8/2017,,,,,,,,,,,,5,9,http://ci.chineseembassy.org/chn/zxyw/t1518480.htm|https://www.agenceecofin.com/securite/1307-48800-la-chine-fait-don-d-un-patrouilleur-d-une-valeur-de-3-millions-a-la-marine-ivoirienne-pour-lutter-contre-la-piraterie|http://www.gouv.ci/_actualite-article.php?d=1&recordID=8378&p=338|https://www.focac.org/chn/zfgx/zzjw/t1534740.htm|https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=AFNWSF0020171209edc9000jz&cat=a&ep=ASE|https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=FRTMAT0020170927ed9r0008f&cat=a&ep=ASE|https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=AGIVOR0020170717ed7h00004&cat=a&ep=ASE|https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=XHFRNS0020170715ed7f001up&cat=a&ep=ASE|http://www.xinhuanet.com//world/2017-12/09/c_1122084544.htm|https://www.dropbox.com/s/q3dx3w6gp8aixai/2018%20Government%20of%20Cote%20d%27Ivoire%20Bond%20Prospecus.pdf?dl=0|http://news.sina.com.cn/c/nd/2017-12-09/doc-ifypnyqi2588378.shtml|http://www.defense.gouv.ci/actualite/details_actu/acquisition-dun-nouveau-navire-au-profit-de-la-marine-ivoirienne511|https://www.fratmat.info/article/79926/60/defense-la-chine-offre-un-patrouilleur-a-la-marine-de-cote-d-ivoire|https://www.7info.ci/cooperation-cote-divoire-chine-la-chine-offre-du-materiel-militaire-a-la-marine-hamed-bakayoko-les-enjeux-de-la-mer-majeurs-pour-notre-pays/,"??????????????????????????|La Chine fait don d’un patrouilleur d’une valeur de 3 millions $ à la marine ivoirienne pour lutter contre la piraterie|LA CHINE RENFORCE LES CAPACITES DE LUTTE DE LA MARINE IVOIRIENNE CONTRE LA PIRATERIE|??????????????????????????|Défense - La Chine offre un patrouilleur à la marine de Côte d'Ivoire|Célébration du 68e anniversaire de la Chine : Les autorités ivoiriennes participent à la fête|Le patrouilleur offert par la Chine permettra à la marine de Côte d’Ivoire de prendre son envol (Ministre)|Le don d'un patrouilleur de la Chine à la Côte d'Ivoire permettra à la Marine ivoirienne de prendre son envol (ministre)|??????????????|2018 Government of Cote d'Ivoire Bond Prospectus|??????????????|ACQUISITION D’UN NOUVEAU NAVIRE AU PROFIT DE LA MARINE IVOIRIENNE|Défense: La Chine offre un patrouilleur à la marine de Côte d’Ivoire |Coopération Côte d’Ivoire-Chine –La  chine offre du matériel militaire à la marine, Hamed Bakayoko:  » Les enjeux de la mer, majeurs pour notre pays »",Embassy of the People's Republic of China in Republic of Cote d'Ivoire|Agence Ecofin|Official Portal of the Government of Cote d'Ivoire|Forum on China-Africa Cooperation|AllAfrica|Fraternite Matin|Agence Ivoirienne de Presse|Xinhua French News Service|Xinhua Net|Government of Cote d'Ivoire|Sina|Ministry of Defense of Cote d'Ivoire||,"Donor/Recipient Official Source|Media Report|Donor/Recipient Official Source|Other Official Source (non-Donor, non-Recipient, non-Implementing)|Media Report|Media Report|Media Report|Media Report|Media Report|Donor/Recipient Official Source|Media Report|Donor/Recipient Official Source|Media Report|Media Report",Vridi Canal,,,,,Yes,5,4,3,
66318,Yes,No,China (People's Republic of),Mongolia,Asia,2015,No,2015,2015,"Chinese Ministry of Defense donates bulldozers, vehicles, and other engineering equipment","On December 9, 2015, Chinese Ambassador Haiming Xing, representing the Ministry of National Defense of China, handed over a batch of military supplies (including bulldozers, vehicles, and other engineering equipment) to the Ministry of Defense. The supplies were donated.",,Completion,Military,Grant,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,China Ministry of Defense,Government Agency,No,,,,Ministry of Defense of Mongolia,Government Agency,Recipient,,,,,,,,,,,,,12/9/2015,12/9/2015,,,,,,,,,,,,2,0,http://mn.china-embassy.org/chn/sghd/t1323075.htm|https://www.mfa.gov.cn/web/zwbd_673032/gzhd_673042/t1323112.shtml,??????????????| ??????????????— ??????????,Embassy Of The People's Republic Of China In Mongolia|People's Republic of China Ministry of Foreign Affairs,Donor/Recipient Official Source|Donor/Recipient Official Source,,,,,,Yes,5,3,3,
66570,Yes,No,China (People's Republic of),Armenia,Asia,2015,No,,,Chinese Government provides military grant worth RMB 5 million in 2015 (Linked to Project ID#66427),"On December 26, 2013, the Chinese Government agreed to provide an RMB 5 million military grant to the Government of Armenia. In 2015, the Chinese Government gave the Government of Armenia RMB 5 million in concurrence with this agreement.  For other years' transactions and details, see umbrella Project ID#66427.",,Completion,Military,Grant,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,Government Agency,No,,,,Ministry of Defense of Armenia,Government Agency,Recipient,,,,,,,5000000,CNY,782097.1392,795499.5468,,,,,,,,,,,,,,,,0,2,https://www.beltandroad.news/2019/01/15/armenia-adds-beijing-to-its-delicate-balancing-act/|https://armenpress.am/eng/news/745193/china-to-provide-50-million-yuan-military-aid-to-armenia.html,Armenia adds Beijing to its delicate Balancing Act|China to provide 50 million yuan military aid to Armenia,Belt & Road News|Armenpress,Media Report|Media Report,,,,,,Yes,1,3,1,
66698,Yes,No,China (People's Republic of),Serbia,Europe,2015,No,2017,2017,Chinese Government provides RMB 7 million grant for provision of military equipment to Serbia's Ministry of Defense,"On December 14, 2015, a donation protocol was signed between the Serbian Ministry of Defense and the Chinese Ministry of Defense in the city of Belgrade. The donation protocol provided for a grant of RMB 7 million in the form of military equipment. The donated items include 16 rubber boats, 16 outboard engines, five snowmobiles and ten portable devices for detecting explosive devices, one part of which would go to the Special Brigade and the rest to the River Flotilla, branches of the Serbian Armed Forces. On June 20, 2017, a handover certificate was signed between Chinese Ambassador Li Manchang and Serbian Defense Minister Zoran Djordjevic in the city of Pancevo, Serbia.",,Completion,Military,Grant,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,Government Agency,No,,,,Serbia Ministry of Defence,Intergovernmental Organization,Recipient,,,,,,,7000000,CNY,1094935.995,1113699.366,,,6/20/2017,6/20/2017,,,,,,,,,,,,3,9,http://www.mod.gov.rs/multimedia/file/staticki_sadrzaj/informator/2019/april/informator_o_radu_mart_2019_cir.pdf|https://web.archive.org/web/20170725050044/http://www.mod.gov.rs/cir/11165/kineska-donacija-vojsci-srbije-11165|https://www.tandfonline.com/doi/abs/10.1080/10242694.2018.1547952?needAccess=true&journalCode=gdpe20|https://en.topwar.ru/119020-serbiya-poluchila-ot-kitaya-voennuyu-pomosch.html|https://www.telegraf.rs/english/2840013-strategic-partnership-chinese-donation-to-the-army-of-serbia-photo|https://sputniknews.com/military/201706211054823287-china-donates-military-serbian-army/|http://www.vs.rs/en/news/8C2717377C3311E79F800050568F6690/chinese-donation-to-the-serbian-armed-forces|https://www.defenseworld.net/news/19635/China_Donates__1_Million_Worth_Military_Equipment_To_Serbia#.XtvoQlNKhQI|http://www.xinhuanet.com/english/2017-06/20/c_136381362.htm|http://english.chinamil.com.cn/view/2017-06/21/content_7646698.htm|https://www.ips.ac.rs/wp-content/uploads/2020/05/pnb1_2020-6.pdf|https://web.archive.org/web/20170621045556/http://english.chinamil.com.cn/view/2017-06/21/content_7646698.htm,"?????????? ? ???? ???????????? ???????|??????? ???????? ?????? ??????|Serbia’s Military Neutrality: Is It Economically Beneficial?|Serbia received military assistance from China|STRATEGIC PARTNERSHIP: Chinese donation to the Army of Serbia (PHOTO)|The Serbian Army on Tuesday received military equipment worth around 900,000 euros (1 million US dollars) donated by China.|Chinese Donation to Serbian Armed Forces|China Donates $1 Million Worth Military Equipment To Serbia|China donates military equipment to Serbian Army|China donates military equipment to Serbian Army|????? ? ??????????? ??????? ???? ? ??????: ????????? ???? ????? ???? ? ??????|China donates military equipment to Serbian Army",||Taylor & Francis |Boehoe|telegraf.tv|Sputnik International |Serbian Armed Forces|defense world |xinhuanet|China Military|Institute for Political Studies in Belgrade|,Donor/Recipient Official Source|Donor/Recipient Official Source|Academic Journal Article|Media Report|Media Report|Media Report|Donor/Recipient Official Source|Media Report|Media Report|Media Report|Academic Journal Article|Media Report,,,,,,Yes,5,3,3,
72641,Yes,No,China (People's Republic of),Zambia,Africa,2015,Yes,,2017,CATIC provides $211 million supplier credit for L-15 Trainer Jet Acquisition Project,"In 2015, China National Aero-Technology Import and Export Corporation (CATIC) — a subsidiary of Aviation Industry Corporation of China (AVIC) — signed a $211 million supplier credit agreement with the Government of Zambia for the L-15 Trainer Jet Acquisition Project. The proceeds from this supplier credit were used by the Zambia Air Force (ZAF) to purchase six L-15 Trainer Jets, which were ordered by the ZAF in April 2014. All six jets were successfully delivered by CATIC to ZAF by January 20, 2017. The L-15 Falcon (??), which is also known as the Hongdu JL-10, is a supersonic advanced training and light combat aircraft being developed by a subsidiary of CATIC called Hongdu Aviation Industry Corporation (HAIC). ZAF was reportedly the first overseas customer to purchase the Chinese-made L-15 Trainer Jets.","The Chinese project title is ?????6 ?L15. Most sources list the cost of the jets at around $100 million, although the SAIS_CARI database lists the total supplier's credit amount at $211 million. ",Completion,Military,Supplier's Credit/Export Seller's Credit,Vague,Military,150,GOVERNMENT AND CIVIL SOCIETY,China National Aero-Technology Import & Export Corporation (CATIC),State-owned Company,No,,,,Zambian Air Force (ZAF),Government Agency,Recipient,China National Aero-Technology Import & Export Corporation (CATIC),State-owned Company,China (People's Republic of),,,,211000000,USD,207445116.8,211000000,,,,1/20/2017,No Information,,,,,,,No,No,,,4,7,http://military.people.com.cn/n1/2016/1104/c1011-28834764.html|https://chs.catic.cn/front/newdetail-278500b9dab14ce9b4f7755e8d8c896c.html?pageNo=1|https://www.catic.cn/front/newlist.html?pageNo=6|https://www.defenseworld.net/news/17141/Zambia_Unveils_Chinese_built_L_15_Falcon_Fighter_Jet_At_AAD_Expo_2016#.X2fFimhKhPZ|https://en.wikipedia.org/wiki/Hongdu_JL-10|http://www.ali-jt.avic.com/index.php?s=/news/view/id/223.html|http://jx.chinadaily.com.cn/a/201903/14/WS5c89a779a31010568bdcf626.html|https://www.guancha.cn/military-affairs/2015_12_28_346245.shtml|http://military.china.com.cn/2014-02/14/content_31473692.htm|https://www.lusakatimes.com/2016/01/02/109947/|https://www.dropbox.com/s/axafl0lt2lizeko/ChinaLoansToAfrica%C2%A9SAIS-CARI.csv?dl=0,????????????????? ?20???|????????????? --- ??????L15????????|Spreading L15 delivered writes down new chapter - 2nd batch of L15s successfully delivered|Zambia Unveils Chinese-built L-15 Falcon Fighter Jet At AAD Expo-2016|Hongdu JL-10|???????????????????????????????|???? ????——?“??”L15???????13??|????????L-15??????????? ????????|http://military.china.com.cn/2014-02/14/content_31473692.htm|ZAF to receive the first of the 6 Fighter Jets ordered in 2014 from China|Chinese Loans to Africa Database,"People's Daily|CATIC|CATIC|Defense World|Wikipedia|AVIC Aerospace Life-Support Industries, Ltd.|China Daily|Guancha|China Net Military|Lusaka Times|Johns Hopkins University School of Advanced International Studies, China Africa Research Initiative","Media Report|Implementing/Intermediary Organization Source|Implementing/Intermediary Organization Source|Media Report|Other|Implementing/Intermediary Organization Source|Media Report|Media Report|Media Report|Media Report|Other Official Source (non-Donor, non-Recipient, non-Implementing)",,,,,,Yes,5,4,3,2
72690,Yes,No,China (People's Republic of),Pakistan,Asia,2015,No,,,Chinese Government provides RMB 45.6 million grant for Intelligence Technology Equipment Project (Linked to Project ID#72692),"On April 20, 2015, during the period of President Xi Jinping’s visit to Pakistan, the Chinese Government and the Government of Pakistan signed letters of exchange, which committed RMB 45.6 million of grant funding for a military project that the Government of Pakistan’s Economic Affairs Division (EAD) refers to as ‘Intelligence Technology Equipment’ in its Year Book for Fiscal Year 2015/16. According to the same source, this project was completed and the equipment was successfully delivered. However, the precise delivery date is unknown. An additional Chinese Government grant was provided for this project in 2014 (as captured via Project ID#72692).","The RMB 45.6 million grant assigned above is the part of a CNY 700 million grant, which was approved on Nov 18, 2014 and was arranged to be utilized for mutually agreed in the future. There is another RMB 25 million grant (captured by project ID#72692) that also belongs to the approved 700 million grant and serves for the Defence related Project.",Completion,Military,Grant,Yes,Military,150,GOVERNMENT AND CIVIL SOCIETY,Unspecified Chinese Government Institution,Government Agency,No,,,,Government of Pakistan,Government Agency,Recipient,,,,,,,45600000,CNY,7132725.91,7254955.867,4/20/2015,,,,,,,,,,,,,,,3,0,http://www.ead.gov.pk/SiteImage/Misc/files/Website%20Year%20Book%202014--15.pdf|http://www.ead.gov.pk/userfiles1/file/EAD/2018/Website%20Year%20Book%202015-2016.pdf|https://web.archive.org/web/20170507130714/http://www.ead.gov.pk/ead/userfiles1/file/Trainings/Website%20Year%20Book%202014--15.pdf,Pakistan Economic Affairs Division 2014-15 Year Book|Pakistan Ministry of Finance Economic Affairs Division Year Book 2015-16|YEAR BOOK 2014-15,Government of Pakistan|Pakistan Ministry of Finance|GOVERNMENT OF PAKISTAN ECONOMIC AFFAIRS DIVISION,Donor/Recipient Official Source|Donor/Recipient Official Source|Donor/Recipient Official Source,,,,,,Yes,5,3,1,
