Country Name,Country Code,Time,Time Code,"Use of IMF credit (DOD, current US$) [DT.DOD.DIMF.CD]","Net financial flows, IMF concessional (NFL, current US$) [DT.NFL.IMFC.CD]","Net financial flows, IMF nonconcessional (NFL, current US$) [DT.NFL.IMFN.CD]","IMF repurchases and charges (TDS, current US$) [DT.TDS.DIMF.CD]"
Andorra,AND,2007,YR2007,..,..,..,..
Andorra,AND,2008,YR2008,..,..,..,..
Andorra,AND,2009,YR2009,..,..,..,..
Andorra,AND,2010,YR2010,..,..,..,..
Andorra,AND,2011,YR2011,..,..,..,..
Andorra,AND,2012,YR2012,..,..,..,..
Andorra,AND,2013,YR2013,..,..,..,..
Andorra,AND,2014,YR2014,..,..,..,..
Andorra,AND,2015,YR2015,..,..,..,..
Andorra,AND,2016,YR2016,..,..,..,..
Andorra,AND,2017,YR2017,..,..,..,..
Andorra,AND,2018,YR2018,..,..,..,..
Andorra,AND,2019,YR2019,..,..,..,..
Andorra,AND,2020,YR2020,..,..,..,..
Angola,AGO,1990,YR1990,..,..,..,..
Angola,AGO,1991,YR1991,..,..,..,..
Angola,AGO,1992,YR1992,..,..,..,..
Angola,AGO,1993,YR1993,..,..,..,..
Angola,AGO,1994,YR1994,..,..,..,..
Angola,AGO,1995,YR1995,..,..,..,..
Angola,AGO,1996,YR1996,..,..,..,..
Angola,AGO,1997,YR1997,..,..,..,..
Angola,AGO,1998,YR1998,..,..,..,..
Angola,AGO,1999,YR1999,374707057.4,..,..,14409764
Angola,AGO,2000,YR2000,355705668.9,..,..,15628328.7
Angola,AGO,2001,YR2001,343098130.6,..,..,7750704.8
Angola,AGO,2002,YR2002,371160687.2,..,..,6752041
Angola,AGO,2003,YR2003,405682628,..,..,5995586.1
Angola,AGO,2004,YR2004,423985126.3,..,..,8982168.8
Angola,AGO,2005,YR2005,390203038.9,..,..,12220794.9
Angola,AGO,2006,YR2006,410714177,..,..,16349472.3
Angola,AGO,2007,YR2007,431421881.2,..,..,14293785.2
Angola,AGO,2008,YR2008,420506996.4,..,..,3538791.1
Angola,AGO,2009,YR2009,787056610.5,..,353290188.3,984383.6
Angola,AGO,2010,YR2010,1302262652.3,..,524249378.2,6980681.5
Angola,AGO,2011,YR2011,1605921015.9,..,316000205.1,15405085.1
Angola,AGO,2012,YR2012,1739653005.5,..,131203145.9,14239876
Angola,AGO,2013,YR2013,1478598084,..,-262050098.3,276044884.2
Angola,AGO,2014,YR2014,914027909.7,..,-500331177.8,510508152.1
Angola,AGO,2015,YR2015,532051255.4,..,-345491441,349732187.8
Angola,AGO,2016,YR2016,395881505.2,..,-124367146.1,125810026.8
Angola,AGO,2017,YR2017,388801462.9,..,-29777434.9,30099158.2
Angola,AGO,2018,YR2018,1374114587.4,..,1012461530.2,365335.8
Angola,AGO,2019,YR2019,1861295679.9,..,494642616.6,23588097.1
Angola,AGO,2020,YR2020,2992458754.3,..,1019307239.5,22928492.4
Antigua and Barbuda,ATG,1990,YR1990,..,..,..,..
Antigua and Barbuda,ATG,1991,YR1991,..,..,..,..
Antigua and Barbuda,ATG,1992,YR1992,..,..,..,..
Antigua and Barbuda,ATG,1993,YR1993,..,..,..,..
Antigua and Barbuda,ATG,1994,YR1994,..,..,..,..
Antigua and Barbuda,ATG,1995,YR1995,..,..,..,..
Antigua and Barbuda,ATG,1996,YR1996,..,..,..,..
Antigua and Barbuda,ATG,1997,YR1997,..,..,..,..
Antigua and Barbuda,ATG,1998,YR1998,..,..,..,..
Antigua and Barbuda,ATG,1999,YR1999,..,..,..,..
Antigua and Barbuda,ATG,2000,YR2000,..,..,..,..
Antigua and Barbuda,ATG,2001,YR2001,..,..,..,..
Antigua and Barbuda,ATG,2002,YR2002,..,..,..,..
Antigua and Barbuda,ATG,2003,YR2003,..,..,..,..
Antigua and Barbuda,ATG,2004,YR2004,..,..,..,..
Antigua and Barbuda,ATG,2005,YR2005,..,..,..,..
Antigua and Barbuda,ATG,2006,YR2006,..,..,..,..
Antigua and Barbuda,ATG,2007,YR2007,..,..,..,..
Antigua and Barbuda,ATG,2008,YR2008,..,..,..,..
Antigua and Barbuda,ATG,2009,YR2009,..,..,..,..
Antigua and Barbuda,ATG,2010,YR2010,..,..,..,..
Antigua and Barbuda,ATG,2011,YR2011,..,..,..,..
Antigua and Barbuda,ATG,2012,YR2012,..,..,..,..
Antigua and Barbuda,ATG,2013,YR2013,..,..,..,..
Antigua and Barbuda,ATG,2014,YR2014,..,..,..,..
Antigua and Barbuda,ATG,2015,YR2015,..,..,..,..
Antigua and Barbuda,ATG,2016,YR2016,..,..,..,..
Antigua and Barbuda,ATG,2017,YR2017,..,..,..,..
Antigua and Barbuda,ATG,2018,YR2018,..,..,..,..
Antigua and Barbuda,ATG,2019,YR2019,..,..,..,..
Antigua and Barbuda,ATG,2020,YR2020,..,..,..,..
Argentina,ARG,1990,YR1990,3083195865.3,..,-260140594.7,974576880.4
Argentina,ARG,1991,YR1991,2483115001.4,..,-590229902.6,1227930612.2
Argentina,ARG,1992,YR1992,2313851375,..,-74826905.7,1076663119
Argentina,ARG,1993,YR1993,3519667710,..,1228324090.2,589781730.4
Argentina,ARG,1994,YR1994,4211220402.2,..,461485016.5,617768865.2
Argentina,ARG,1995,YR1995,6130863050.9,..,1880911723.3,758870603.7
Argentina,ARG,1996,YR1996,6292570603.8,..,365343154.1,700778084.8
Argentina,ARG,1997,YR1997,5868261813.9,..,-36828297.2,754858308.7
Argentina,ARG,1998,YR1998,5442162800.7,..,-656932665.4,920972419
Argentina,ARG,1999,YR1999,4914919735.8,..,-823838946.1,1037741625.1
Argentina,ARG,2000,YR2000,5470438316.2,..,814695309.3,1492801396.2
Argentina,ARG,2001,YR2001,14376331416.7,..,9218265463.2,1606456419.1
Argentina,ARG,2002,YR2002,14772334953.9,..,-742773549.2,1428182504.6
Argentina,ARG,2003,YR2003,15995776074,..,-141715225.6,6254224210.1
Argentina,ARG,2004,YR2004,14584967621.2,..,-2034975076,6068903156.4
Argentina,ARG,2005,YR2005,9967870477.7,..,-3571203528.8,4095472681.3
Argentina,ARG,2006,YR2006,478955828,..,-9793289568.6,9895501186.2
Argentina,ARG,2007,YR2007,503104192.5,..,..,17206163.3
Argentina,ARG,2008,YR2008,490375759.9,..,..,4021081.2
Argentina,ARG,2009,YR2009,3166796444.9,..,..,7283631.9
Argentina,ARG,2010,YR2010,3110922139.6,..,..,9954950.9
Argentina,ARG,2011,YR2011,3101306749.4,..,..,3407113.4
Argentina,ARG,2012,YR2012,3104639815.3,..,..,925726.9
Argentina,ARG,2013,YR2013,3110861538.4,..,..,4006037.9
Argentina,ARG,2014,YR2014,2926644103.9,..,0,1534828.1
Argentina,ARG,2015,YR2015,2799231196.7,..,..,1415914.1
Argentina,ARG,2016,YR2016,2715603927.6,..,..,2372829.9
Argentina,ARG,2017,YR2017,2876808116.4,..,..,1497677.5
Argentina,ARG,2018,YR2018,30922512047.7,..,28623222038.4,158925307.6
Argentina,ARG,2019,YR2019,46924457621.2,..,16165694452.3,1256386719.4
Argentina,ARG,2020,YR2020,48873710059.5,..,0,1316387169.3
Armenia,ARM,1990,YR1990,..,..,..,..
Armenia,ARM,1991,YR1991,..,..,..,..
Armenia,ARM,1992,YR1992,..,..,..,..
Armenia,ARM,1993,YR1993,..,..,..,..
Armenia,ARM,1994,YR1994,24634968,..,24166055.3,..
Armenia,ARM,1995,YR1995,70236653,..,46086088.6,1725099
Armenia,ARM,1996,YR1996,116474762.4,48997744.7,..,3176505.7
Armenia,ARM,1997,YR1997,132057839.8,23221519.1,..,3277846.4
Armenia,ARM,1998,YR1998,190440286.1,51286189.1,-572560.1,4010634.3
Armenia,ARM,1999,YR1999,321997230.2,28612688.3,-13076374.6,20695980.9
Armenia,ARM,2000,YR2000,290095073,..,-15766066.8,23673116.3
Armenia,ARM,2001,YR2001,283191109.6,10581944.9,-7161145.3,13929092.3
Armenia,ARM,2002,YR2002,314425243.5,14971258,-7283629.7,21814093.4
Armenia,ARM,2003,YR2003,345387958.3,11451975.6,-9834962.8,29537651
Armenia,ARM,2004,YR2004,354276770.7,1948846.4,-8336320.3,38689934.3
Armenia,ARM,2005,YR2005,302158624.8,-22618075.4,-2077140,39356421
Armenia,ARM,2006,YR2006,296042841,-21516391.9,..,37294498.2
Armenia,ARM,2007,YR2007,296948979.4,-13583611.7,..,29030644.6
Armenia,ARM,2008,YR2008,270293755.8,-19645629.7,..,28860655.1
Armenia,ARM,2009,YR2009,724646923.3,-23422596.5,465737161.4,27438729
Armenia,ARM,2010,YR2010,876270384.8,35511501.7,127392476.8,30399879.6
Armenia,ARM,2011,YR2011,962546214.6,36202608.2,55186902.7,35310347.5
Armenia,ARM,2012,YR2012,911323874.5,26347559.2,-78286529.6,165618417.9
Armenia,ARM,2013,YR2013,720311374.9,23694039.6,-214716936.9,283239857.4
Armenia,ARM,2014,YR2014,569570168.5,-11643419,-101727193.1,152502651.1
Armenia,ARM,2015,YR2015,536256947.7,-6343631.1,-2255388.9,27385066.4
Armenia,ARM,2016,YR2016,527768516.8,-17475815.8,25264313.7,38230779.6
Armenia,ARM,2017,YR2017,529508773.4,-23019858.4,-5792406.6,54239501.4
Armenia,ARM,2018,YR2018,450596997.3,-34854165.2,-32868891,72380379.2
Armenia,ARM,2019,YR2019,374965602.2,-36863310.1,-36126872.9,78359404.3
Armenia,ARM,2020,YR2020,645508162.7,-37167031.8,283777531.5,81080687.8
Aruba,ABW,1990,YR1990,..,..,..,..
Aruba,ABW,1991,YR1991,..,..,..,..
Aruba,ABW,1992,YR1992,..,..,..,..
Aruba,ABW,1993,YR1993,..,..,..,..
Aruba,ABW,1994,YR1994,..,..,..,..
Aruba,ABW,1995,YR1995,..,..,..,..
Aruba,ABW,1996,YR1996,..,..,..,..
Aruba,ABW,1997,YR1997,..,..,..,..
Aruba,ABW,1998,YR1998,..,..,..,..
Aruba,ABW,1999,YR1999,..,..,..,..
Aruba,ABW,2000,YR2000,..,..,..,..
Aruba,ABW,2001,YR2001,..,..,..,..
Aruba,ABW,2002,YR2002,..,..,..,..
Aruba,ABW,2003,YR2003,..,..,..,..
Aruba,ABW,2004,YR2004,..,..,..,..
Aruba,ABW,2005,YR2005,..,..,..,..
Aruba,ABW,2006,YR2006,..,..,..,..
Aruba,ABW,2007,YR2007,..,..,..,..
Aruba,ABW,2008,YR2008,..,..,..,..
Aruba,ABW,2009,YR2009,..,..,..,..
Aruba,ABW,2010,YR2010,..,..,..,..
Aruba,ABW,2011,YR2011,..,..,..,..
Aruba,ABW,2012,YR2012,..,..,..,..
Aruba,ABW,2013,YR2013,..,..,..,..
Aruba,ABW,2014,YR2014,..,..,..,..
Aruba,ABW,2015,YR2015,..,..,..,..
Aruba,ABW,2016,YR2016,..,..,..,..
Aruba,ABW,2017,YR2017,..,..,..,..
Aruba,ABW,2018,YR2018,..,..,..,..
Aruba,ABW,2019,YR2019,..,..,..,..
Aruba,ABW,2020,YR2020,..,..,..,..
Australia,AUS,1990,YR1990,..,..,..,..
Australia,AUS,1991,YR1991,..,..,..,..
Australia,AUS,1992,YR1992,..,..,..,..
Australia,AUS,1993,YR1993,..,..,..,..
Australia,AUS,1994,YR1994,..,..,..,..
Australia,AUS,1995,YR1995,..,..,..,..
Australia,AUS,1996,YR1996,..,..,..,..
Australia,AUS,1997,YR1997,..,..,..,..
Australia,AUS,1998,YR1998,..,..,..,..
Australia,AUS,1999,YR1999,..,..,..,..
Australia,AUS,2000,YR2000,..,..,..,..
Australia,AUS,2001,YR2001,..,..,..,..
Australia,AUS,2002,YR2002,..,..,..,..
Australia,AUS,2003,YR2003,..,..,..,..
Australia,AUS,2004,YR2004,..,..,..,..
Australia,AUS,2005,YR2005,..,..,..,..
Australia,AUS,2006,YR2006,..,..,..,..
Australia,AUS,2007,YR2007,..,..,..,..
Australia,AUS,2008,YR2008,..,..,..,..
Australia,AUS,2009,YR2009,..,..,..,..
Australia,AUS,2010,YR2010,..,..,..,..
Australia,AUS,2011,YR2011,..,..,..,..
Australia,AUS,2012,YR2012,..,..,..,..
Australia,AUS,2013,YR2013,..,..,..,..
Australia,AUS,2014,YR2014,..,..,..,..
Australia,AUS,2015,YR2015,..,..,..,..
Australia,AUS,2016,YR2016,..,..,..,..
Australia,AUS,2017,YR2017,..,..,..,..
Australia,AUS,2018,YR2018,..,..,..,..
Australia,AUS,2019,YR2019,..,..,..,..
Australia,AUS,2020,YR2020,..,..,..,..
Austria,AUT,1990,YR1990,..,..,..,..
Austria,AUT,1991,YR1991,..,..,..,..
Austria,AUT,1992,YR1992,..,..,..,..
Austria,AUT,1993,YR1993,..,..,..,..
Austria,AUT,1994,YR1994,..,..,..,..
Austria,AUT,1995,YR1995,..,..,..,..
Austria,AUT,1996,YR1996,..,..,..,..
Austria,AUT,1997,YR1997,..,..,..,..
Austria,AUT,1998,YR1998,..,..,..,..
Austria,AUT,1999,YR1999,..,..,..,..
Austria,AUT,2000,YR2000,..,..,..,..
Austria,AUT,2001,YR2001,..,..,..,..
Austria,AUT,2002,YR2002,..,..,..,..
Austria,AUT,2003,YR2003,..,..,..,..
Austria,AUT,2004,YR2004,..,..,..,..
Austria,AUT,2005,YR2005,..,..,..,..
Austria,AUT,2006,YR2006,..,..,..,..
Austria,AUT,2007,YR2007,..,..,..,..
Austria,AUT,2008,YR2008,..,..,..,..
Austria,AUT,2009,YR2009,..,..,..,..
Austria,AUT,2010,YR2010,..,..,..,..
Austria,AUT,2011,YR2011,..,..,..,..
Austria,AUT,2012,YR2012,..,..,..,..
Austria,AUT,2013,YR2013,..,..,..,..
Austria,AUT,2014,YR2014,..,..,..,..
Austria,AUT,2015,YR2015,..,..,..,..
Austria,AUT,2016,YR2016,..,..,..,..
Austria,AUT,2017,YR2017,..,..,..,..
Austria,AUT,2018,YR2018,..,..,..,..
Austria,AUT,2019,YR2019,..,..,..,..
Austria,AUT,2020,YR2020,..,..,..,..
Azerbaijan,AZE,1990,YR1990,..,..,..,..
Azerbaijan,AZE,1991,YR1991,..,..,..,..
Azerbaijan,AZE,1992,YR1992,..,..,..,..
Azerbaijan,AZE,1993,YR1993,..,..,..,..
Azerbaijan,AZE,1994,YR1994,..,..,..,..
Azerbaijan,AZE,1995,YR1995,100873212.2,..,102959735.7,1140962.6
Azerbaijan,AZE,1996,YR1996,174970976.3,..,78135070.2,4936069.1
Azerbaijan,AZE,1997,YR1997,266787194.4,..,104651646,8146452.9
Azerbaijan,AZE,1998,YR1998,321227971.7,..,41259603.5,9810858
Azerbaijan,AZE,1999,YR1999,618051142.8,..,93790819.7,35619265.1
Azerbaijan,AZE,2000,YR2000,535896290,..,-51441195,74223323.6
Azerbaijan,AZE,2001,YR2001,488207206.5,..,-29068521.1,53980076.5
Azerbaijan,AZE,2002,YR2002,487639730.2,..,-38572807.9,58486971.1
Azerbaijan,AZE,2003,YR2003,487459411.6,..,-42863428.4,85399742.8
Azerbaijan,AZE,2004,YR2004,446885181.2,..,-59707319.6,67515142.6
Azerbaijan,AZE,2005,YR2005,383127572.2,..,-29097688.6,57407008.7
Azerbaijan,AZE,2006,YR2006,365276173,..,-37157453.6,48311535
Azerbaijan,AZE,2007,YR2007,345670553.7,..,-36833280.5,46228839
Azerbaijan,AZE,2008,YR2008,315789574.8,..,-21691127.4,24371021.8
Azerbaijan,AZE,2009,YR2009,302558244.1,..,-18549894.4,19470753
Azerbaijan,AZE,2010,YR2010,282350979.1,..,-14732878.5,15495820.6
Azerbaijan,AZE,2011,YR2011,264679350.5,..,-17253002.6,17512032.9
Azerbaijan,AZE,2012,YR2012,251858492.3,..,-13025605.1,13095984.8
Azerbaijan,AZE,2013,YR2013,242453318.8,..,-9816581.6,10121146
Azerbaijan,AZE,2014,YR2014,224366292.7,..,-3911532.3,4028543.9
Azerbaijan,AZE,2015,YR2015,212814959.2,..,-1800673.4,1908406
Azerbaijan,AZE,2016,YR2016,206457094.3,..,..,180707.6
Azerbaijan,AZE,2017,YR2017,218712839,..,..,113712.6
Azerbaijan,AZE,2018,YR2018,213592206,..,..,205324.4
Azerbaijan,AZE,2019,YR2019,212368821.7,..,..,2108448.7
Azerbaijan,AZE,2020,YR2020,221190669.9,..,..,670065.3
"Bahamas, The",BHS,1990,YR1990,..,..,..,..
"Bahamas, The",BHS,1991,YR1991,..,..,..,..
"Bahamas, The",BHS,1992,YR1992,..,..,..,..
"Bahamas, The",BHS,1993,YR1993,..,..,..,..
"Bahamas, The",BHS,1994,YR1994,..,..,..,..
"Bahamas, The",BHS,1995,YR1995,..,..,..,..
"Bahamas, The",BHS,1996,YR1996,..,..,..,..
"Bahamas, The",BHS,1997,YR1997,..,..,..,..
"Bahamas, The",BHS,1998,YR1998,..,..,..,..
"Bahamas, The",BHS,1999,YR1999,..,..,..,..
"Bahamas, The",BHS,2000,YR2000,..,..,..,..
"Bahamas, The",BHS,2001,YR2001,..,..,..,..
"Bahamas, The",BHS,2002,YR2002,..,..,..,..
"Bahamas, The",BHS,2003,YR2003,..,..,..,..
"Bahamas, The",BHS,2004,YR2004,..,..,..,..
"Bahamas, The",BHS,2005,YR2005,..,..,..,..
"Bahamas, The",BHS,2006,YR2006,..,..,..,..
"Bahamas, The",BHS,2007,YR2007,..,..,..,..
"Bahamas, The",BHS,2008,YR2008,..,..,..,..
"Bahamas, The",BHS,2009,YR2009,..,..,..,..
"Bahamas, The",BHS,2010,YR2010,..,..,..,..
"Bahamas, The",BHS,2011,YR2011,..,..,..,..
"Bahamas, The",BHS,2012,YR2012,..,..,..,..
"Bahamas, The",BHS,2013,YR2013,..,..,..,..
"Bahamas, The",BHS,2014,YR2014,..,..,..,..
"Bahamas, The",BHS,2015,YR2015,..,..,..,..
"Bahamas, The",BHS,2016,YR2016,..,..,..,..
"Bahamas, The",BHS,2017,YR2017,..,..,..,..
"Bahamas, The",BHS,2018,YR2018,..,..,..,..
"Bahamas, The",BHS,2019,YR2019,..,..,..,..
"Bahamas, The",BHS,2020,YR2020,..,..,..,..
Bahrain,BHR,1990,YR1990,..,..,..,..
Bahrain,BHR,1991,YR1991,..,..,..,..
Bahrain,BHR,1992,YR1992,..,..,..,..
Bahrain,BHR,1993,YR1993,..,..,..,..
Bahrain,BHR,1994,YR1994,..,..,..,..
Bahrain,BHR,1995,YR1995,..,..,..,..
Bahrain,BHR,1996,YR1996,..,..,..,..
Bahrain,BHR,1997,YR1997,..,..,..,..
Bahrain,BHR,1998,YR1998,..,..,..,..
Bahrain,BHR,1999,YR1999,..,..,..,..
Bahrain,BHR,2000,YR2000,..,..,..,..
